2.47037	102.391
2.47033	102.39103
2.47033	102.3911
2.47026	102.39107
2.47026	102.39114
2.47019	102.3911
2.47019	102.39118
2.47013	102.39114
2.47013	102.39122
2.47006	102.39118
2.47006	102.39126
2.47	102.39122
2.47	102.3913
2.46993	102.39133
2.46993	102.39126
2.46987	102.3913
2.46987	102.39137
2.4698	102.39134
2.4698	102.39141
2.46973	102.39145
2.46973	102.39137
2.46967	102.39141
2.4698	102.39149
2.46986	102.39145
2.46993	102.39141
2.47	102.39137
2.47006	102.39133
2.47013	102.39129
2.4702	102.39126
2.4696	102.39122
2.4696	102.3913
2.4696	102.39137
2.46987	102.39099
2.46987	102.39107
2.46986	102.39114
2.46986	102.39122
2.4698	102.39126
2.4698	102.39118
2.4698	102.39111
2.4698	102.39103
2.46973	102.39107
2.46973	102.3913
2.46973	102.39123
2.46973	102.39115
2.46966	102.39111
2.46966	102.39119
2.46966	102.39126
2.46967	102.39133
2.4702	102.39103
2.4702	102.39095
2.47026	102.39099
2.47026	102.39091
2.47025	102.39084
2.47019	102.39088
2.4702	102.3908
2.47013	102.39084
2.47013	102.39091
2.47013	102.39099
2.47013	102.39107
2.47006	102.3911
2.47006	102.39103
2.47006	102.39095
2.47007	102.39088
2.47	102.39092
2.47	102.39099
2.47	102.39106
2.47	102.39114
2.46993	102.39118
2.46993	102.3911

