2.46934	102.39168
2.46927	102.39172
2.4692	102.39168
2.4692	102.39176
2.46914	102.39172
2.46914	102.3918
2.46907	102.39176
2.46907	102.39184
2.469	102.3918
2.46901	102.39188
2.469	102.39203
2.46901	102.39195
2.46907	102.39199
2.46907	102.39191
2.46914	102.39195
2.46914	102.39187
2.46921	102.39191
2.4692	102.39183
2.46927	102.39187
2.46927	102.39179
2.46933	102.39183
2.46934	102.39176
2.4694	102.3918
2.4694	102.39172
2.46947	102.39176
2.46947	102.39168
2.46947	102.39183
2.46947	102.39191
2.4694	102.39187
2.4694	102.39195
2.46934	102.39191
2.46934	102.39199
2.46927	102.39195
2.46927	102.39203
2.4692	102.39199
2.4692	102.39206
2.46914	102.3921
2.46914	102.39203
2.46907	102.39207
2.46907	102.39214
2.46901	102.3921
2.46901	102.39218
2.46901	102.39233
2.46901	102.39241
2.46901	102.39248
2.46907	102.39244
2.46914	102.3924
2.46907	102.39237
2.46914	102.39233
2.46907	102.3923
2.46901	102.39226
2.46907	102.39222
2.46914	102.39225
2.46914	102.39218
2.46921	102.39236
2.4692	102.39229
2.4692	102.39222
2.4692	102.39214
2.46927	102.3921
2.46927	102.39226
2.46927	102.39233
2.46927	102.39218
2.46934	102.39229
2.46934	102.39222
2.46934	102.39214
2.46934	102.39206
2.4694	102.39202
2.4694	102.39218
2.4694	102.3921

